"","Neuron.Type.2","Undefined","Glutamatergic.neuron","Neuron.Type.1","Oligodendrocytes","Astrocytes.Type.1","GABA.ergic.neurons","Oligodendrocyte.progenitor.cells","Microglia","Endothelial.cells","Astrocyte.Type.2","Neuron.Type.3"
"CNP",0.025815781,0.037213147,0.039076348,0.042570426,0.852665543,0.106231953,0.037928598,0.218015387,0.073010297,0.03980279,0.056449275,0.062071113
"CNPY2",0.162972464,0.207043857,0.151424727,0.123552068,0.086245876,0.08389509,0.148898809,0.137467379,0.049586642,0.083280807,0.053646071,0.043835532
"CNR1",0.054868569,0.007112778,0.102720892,0.008336223,0.006815297,0.015945294,0.25723424,0.003291881,0.004055543,0.025885322,0,0.034633937
"CNTLN",0.037823189,0.025003061,0.031103022,0.074281535,0.044298591,0.074955155,0.067710241,0.082326022,0.09392913,0.115064366,0.112521156,0.008161285
"CNTN2",0.030823989,0.014792489,0.026295327,0.021574167,0.419065419,0.049136435,0.045470899,0.039794377,0.01313631,0.01049469,0.014513471,0.015501301
"CNTNAP4",0.028895842,0,0.020597619,0.027982841,0.254716035,0.02483359,0.117654249,0.017905274,0.005634186,0.022171242,0,0.009112071
"CNTRL",0.07742966,0.033300187,0.091984705,0.056798586,0.092584284,0.075286038,0.114832668,0.10000723,0.222639449,0.05161373,0.359546633,0.005957707
"COBL",0.090586468,0,0.030272341,0.040805483,0.151817124,0.045152926,0.061301304,0.08925204,0.01853365,0.006100976,0.085350201,0.062487813
"COG4",0.031808931,0.08119997,0.042598016,0.031472496,0.047280098,0.060640058,0.058501456,0.072934217,0.067976604,0.050685571,0.051533802,0.018231269
"COL11A1",0.164475713,0,0.013525182,0.082853442,0.005524136,0.089697817,0.07629491,0.511900717,0.018702555,0.004189354,0.024324706,0.017923244
"COL16A1",0.107988505,0.005454216,0.050656244,0.025735075,0.232771162,0.30570693,0.054417386,0.384732861,0.034000319,0.0355804,0.311800323,0.010399876
"COL20A1",0.001386644,0,0.006489789,0.005548885,0.003107825,0.004991259,0.004002031,0.137738574,0,0,0.015650093,0.002241201
"COL24A1",0.103055005,0.035370498,0.587799463,0.005982754,0.008131176,0.013154015,0.017916012,0.014224296,0.05307464,0.014186573,0.009358237,0.003820541
"COL27A1",0.025731794,0.011742998,0.022552471,0.048109258,0.004232545,0.061428832,0.017244776,0.10094945,0.010507257,0.036443147,0.046586228,0
"COL4A5",0.000997526,0,0.002708364,0.004456453,0.156794945,0.054782605,0.001392614,0.024528309,0,0.021363859,0.117028312,0.002536989
"COL5A2",0.177530276,0.021851846,0.788848073,0.008938221,0.024390736,0.018840295,0.050476189,0.03433526,0.017694992,0.027769862,0.014024834,0.062774967
"COL5A3",0.053791495,0.02097485,0.015594585,0.022716456,0.020029104,0.692386678,0.017974851,0.079832286,0.038768992,0.085832605,0.355536531,0.020988631
"COL9A1",0.016322902,0.009223293,0.006945561,0.003232447,0.00329753,0.017594286,0.021369544,0.572521928,0.004753722,0.034843171,0.015959037,0
"COL9A2",0.003302917,0,0.005485158,0.005789915,0.115582921,0.035950333,0.002126589,0.157849171,0.060329167,0,0.046836398,0
"COL9A3",0.010777971,0.005807855,0.004385053,0.005659212,0.088004116,0.017267725,0.00932379,0.134137502,0.009147755,0.019422767,0,0.012293238
"COLGALT2",0.047588598,0.03772637,0.046058173,0.010509442,0.148396599,0.054676605,0.042031123,0.078513016,0.021248755,0.008353188,0.004745105,0.028165186
"COMMD6",0.040686708,1.006865601,0.031563847,0.025038148,0.035799356,0.0563472,0.043416822,0.02619321,0.029750628,0.078848635,0.067227399,0.026258909
"COMT",0.025660652,0.076286824,0.036931641,0.040517979,0.068081273,0.047534316,0.037217686,0.088909732,0.019016243,0.135541126,0.081451906,0.002262568
"COPS6",0.099508757,0.310650552,0.09423236,0.099439498,0.077528555,0.060976417,0.09715308,0.06923467,0.06325895,0.101184396,0.056755219,0.048966369
"CORO1C",0.047039255,0.03217481,0.073031891,0.068690562,0.072632345,0.035421461,0.070512368,0.077787213,0.031187456,0.081507951,0.040165294,0.028346811
"COX17",0.034779997,0.829619083,0.014555641,0.008482385,0.024470189,0.017016549,0.028443427,0.026061988,0.044613095,0.075243587,0.015765333,0.054972211
"COX20",0.067683161,0.095700799,0.042088638,0.041302755,0.078569222,0.11703262,0.09197065,0.102383461,0.06482445,0.078065959,0.126182373,0.030178414
"COX4I1",0.115771779,1.101215168,0.136910794,0.089472757,0.086904082,0.114229694,0.111431918,0.124032593,0.08347503,0.200304632,0.162632962,0.133657891
"COX5A",0.030525226,0.927753898,0.022417222,0.016261362,0.017439935,0.025282149,0.038319044,0.006453355,0.01168615,0.06907357,0.055474282,0.042401793
"COX5B",0.102827784,1.182307488,0.074583159,0.063345919,0.091916117,0.112900024,0.098954741,0.07565025,0.051620534,0.204468351,0.159850052,0.112717125
"COX6A1",0.07447438,1.625580472,0.083644755,0.072412976,0.063725542,0.087713085,0.088954235,0.10116885,0.033706176,0.138371186,0.119615293,0.197044678
"COX6B1",0.057233726,0.793770489,0.034157241,0.050549694,0.032214746,0.053646559,0.047573464,0.06525399,0.005607535,0.079535201,0.119197515,0.104891735
"COX6C",0.126835583,2.273091126,0.064753414,0.079567501,0.053144375,0.071714485,0.12477883,0.068242943,0.028143795,0.209180668,0.109349183,0.171263932
"COX7A2",0.067103525,1.904440969,0.049222597,0.056450644,0.046333168,0.046429306,0.078005804,0.035264309,0.013739607,0.093436354,0.084844664,0.095751036
"COX7B",0.043663707,1.826331434,0.021119407,0.039631189,0.030547035,0.059906507,0.041472257,0.041035371,0.02195512,0.09346186,0.06843802,0.108380282
"COX7C",0.07538294,1.78917556,0.110190668,0.08569492,0.049551734,0.094707409,0.123174204,0.06248945,0.067490984,0.160636312,0.164674387,0.180325984
"COX8A",0.05042455,1.183850976,0.073665146,0.059648668,0.03160801,0.04461369,0.057986647,0.069025913,0.021827027,0.118593071,0.125117492,0.170917542
"CP",0.000182341,0,0.006170383,0.00259154,0.00571865,0.016855599,0,0,0.00589832,0.296164624,0.512722129,0
"CPB2-AS1",0.021567501,0,0.018930872,0.02100107,0.15370577,0.030725705,0.027675189,0.06397425,0,0.015643056,0.011673898,0.004157591
"CPE",0.104899904,0.01660399,0.288575771,0.095749889,0.045324707,0.646353559,0.132787427,0.404158871,0.053003808,0.31794132,0.230351872,0.281646588
"CPEB2",0.027880284,0.023554195,0.049044944,0.031658306,0.09372186,0.045684761,0.039650887,0.058815132,0.012505864,0.033265484,0.094048699,0.047037986
"CPEB4",0.194590644,0.007980198,0.156016207,0.249458191,0.104803873,0.273755305,0.145896249,0.284867944,0.120739005,0.077663352,0.145236025,0.129390768
"CPM",0.008852952,0,0.003238954,0.011157939,0.207406431,0.053035001,0.004008256,0.03115134,0.11300626,0.100622135,0.012675403,0
"CPNE2",0.001494345,0,0.00446654,0.004328898,0.071232878,0.011977269,0.03719539,0.036347308,0.003610058,0.029213772,0.105423287,0.027537839
"CPOX",0.036590298,0.034586092,0.02263718,0.024121011,0.097785976,0.015805053,0.034378067,0.025025861,0.023957614,0.035872499,0.010835763,0.008940796
"CPQ",0.006245088,0,0.005740376,0.005579061,0.046138714,0.04069469,0.005569319,0.01293655,0.027004327,0.015282375,0.026332232,0.003592759
"CPSF7",0.079789544,0.03557533,0.06512315,0.063292004,0.041761172,0.096885635,0.076256762,0.086368814,0.050514401,0.021771638,0.094964267,0.018468489
"CPT1A",0.01250972,0.015801676,0.007121635,0.005472323,0.008615091,0.084208675,0.016740045,0.052702922,0.011284257,0.1267287,0.058017148,0.031919824
"CRB1",0.012000671,0.027655203,0.023015762,0.029573527,0.023012168,0.11594039,0.048954138,0.086268753,0.012355007,0.005621178,0.352561223,0
"CRB2",0.007060583,0,0,0.004443764,0.042083657,0.070974347,0.003612496,0.001561992,0.006410892,0.007651596,0.12196555,0
"CREB1",0.050417187,0.016849238,0.065307523,0.050178423,0.045815832,0.039211018,0.055530593,0.039007605,0.086844107,0.074621443,0.056462571,0.027762908
"CREB5",0.023266898,0.074101513,0.008075014,0.015861099,0.30785231,0.033228694,0.01848572,0.137521271,0.015865204,0.031584861,0.106286835,0.0142794
"CREBZF",0.090590402,0.118065104,0.065456643,0.102064603,0.109391665,0.090039305,0.104390211,0.101257985,0.04397472,0.106915573,0.103685041,0
"CREG2",0.474738168,0,0.471575465,0.960013915,0.066803597,0.062881194,0.278199415,0.038218999,0.079123131,0.059591293,0.037971771,0.888170858
"CRIM1",0.055722667,0.023726604,0.039798835,0.023993184,0.019576048,0.070819451,0.0559022,0.057768608,0.020409115,0.464096806,0.066512401,0.037546084
"CRIPT",0.019777876,0.170973459,0.032470806,0.027993218,0.035574638,0.032429961,0.026887601,0.03999197,0.02960008,0.038276173,0.015701263,0.030356388
"CRYAB",0.013075914,0.021395783,0.055514704,0.071237843,0.57008001,0.326417175,0.026620862,0.051289556,0.059259463,0.059086844,0.172317844,0.036834153
"CRYZL1",0.094904778,0.126186152,0.071189294,0.073867674,0.081894257,0.080923061,0.106495157,0.075235756,0.06791383,0.064685766,0.073727787,0.025975482
"CSF1R",0.002207992,0.024048124,0.002218462,0.002555448,0.01253345,0.009543537,0.005507297,0,0.455180192,0.005514219,0.006541775,0
"CSF2RA",0.00411021,0,0.007007467,0.005240697,0.008537575,0.012459836,0.005276363,0.00403253,0.391406597,0,0,0.003592759
"CSF3R",0.003139467,0,0.001582483,0.000413067,0.012760517,0.016889261,0.001177469,0.008102127,0.619503069,0.011135396,0,0
"CSGALNACT1",0.044770669,0,0.026137224,0.004858133,0.005701579,0.200511098,0.030289867,0.084833868,0.064014742,0.038567382,0.111248207,0.031804061
"CSGALNACT2",0.033785679,0.004266586,0.042588993,0.04198333,0.044804241,0.048189836,0.044288882,0.040511647,0.032160784,0.03295119,0.017241169,0.006504181
"CSNK1A1",0.077157164,0.033752988,0.086953687,0.109912243,0.094417157,0.11359909,0.082092813,0.139668077,0.106290255,0.180082609,0.136334355,0.058494245
"CSNK1E",0.179911213,0.177970621,0.125345094,0.147381089,0.131053572,0.16476983,0.178894053,0.244579573,0.104151689,0.207438713,0.244288169,0.09366237
"CSPG4",0.00234844,0.005530141,0.006044555,0.002016162,0.000997833,0.001835265,0.001335207,0.291515141,0.004929139,0.040534199,0.010681829,0
"CSPG5",0.049717371,0,0.02931341,0.017241781,0.018319476,0.109587093,0.065677595,0.386388197,0.015160936,0.011086816,0.003957861,0.041201181
"CSPP1",0.281679078,0.119080076,0.291152927,0.243108585,0.119364864,0.17580569,0.230425699,0.090207479,0.158798309,0.115901814,0.933855574,0.050612183
"CSRP1",0.007450522,0.029294636,0.020449901,0.020192555,0.286129228,0.223978124,0.013507318,0.04888848,0.021562016,0.089241864,0.161332001,0.005169245
"CST3",0.018014926,0.300453594,0.057744331,0.079588881,0.062197367,0.93113752,0.055721235,0.657666039,0.199842332,0.366501241,0.610998801,0.04881953
"CTDSP1",0.002495659,0.010750995,0.0011003,0.003325906,0.033484843,0.035337526,0.004337575,0.025457813,0.04654094,0.094954837,0.034992436,0
"CTDSPL2",0.04572948,0.062703511,0.037144805,0.053801078,0.052728116,0.040352391,0.04562977,0.031533404,0.061614986,0.038614761,0.049237174,0.023610729
"CTNNA1",0.043000361,0.081521058,0.016381011,0.016362092,0.107374068,0.046871869,0.03834927,0.047886658,0.04247189,0.142075077,0.114817372,0.024865064
"CTNNA3",0.004119095,0,0.006293524,0.002943053,0.079873473,0.009840419,0.002825056,0.002366448,0,0.01249222,0,0
"CTNNB1",0.116770155,0.295705274,0.142614696,0.114775843,0.09038453,0.087400877,0.149325357,0.105518249,0.171218165,0.47843828,0.241303766,0.086558099
"CTNND2",0.098683404,0,0.10823158,0.052291354,0.058684933,0.228094157,0.103066986,0.058360146,0.015754892,0.037630593,0.091551363,0.211749806
"CTSB",0.17498405,0.061411205,0.133106511,0.12040007,0.048031508,0.092021075,0.226894455,0.113378561,0.682505785,0.166374173,0.12425343,0.231060606
"CTSD",0.082194114,0.004852239,0.12764576,0.092104495,0.102128856,0.141236628,0.127072694,0.208858711,0.157524529,0.186007433,0.093660146,0.101447719
"CTSF",0.123242007,0.032447175,0.100825907,0.097556789,0.077071713,0.116497915,0.150109464,0.148423018,0.04407214,0.038171743,0.100641757,0.034373859
"CTSH",0.004695467,0.050070377,0.005042678,0.030573234,0.006538713,0.134564753,0.008487916,0.00528712,0.065336023,0.053006858,0.075938232,0
"CTSL",0.039059936,0.023731837,0.030375045,0.022630807,0.050112729,0.030160693,0.079656269,0.043853692,0.065538223,0.038860963,0.121508556,0.045334765
"CTSO",0.003473375,0,0.003986186,0.005161632,0.012873222,0.033383016,0.003375618,0.094000854,0.028457705,0.050597206,0.032812482,0
"CTTN",0.157812028,0.149872563,0.139387294,0.110846466,0.1423756,0.098985094,0.088432381,0.067175598,0.01535145,0.111496676,0.083037197,0.082141106
"CTTNBP2",0.068873453,0.006854482,0.129301289,0.100046874,0.136638469,0.035742488,0.111320197,0.181674989,0.072427192,0.032177175,0.002985572,0.013581508
"CTTNBP2NL",0.040830479,0.027013476,0.041942257,0.017629091,0.03139507,0.025881171,0.037668267,0.055420083,0.191171433,0.111546639,0.014536983,0.012670504
"CUEDC1",0.003615053,0,0.014926219,0.006039707,0.075246573,0.023777634,0.0167484,0.036626701,0.014760124,0.022355035,0.049139768,0.003339745
"CUL5",0.099308522,0.023353599,0.081398405,0.135664716,0.100343646,0.100288299,0.102016098,0.10961624,0.049952016,0.102568266,0.135040958,0.101089158
"CUX1",0.054220888,0.031456032,0.016680827,0.023228574,0.04406935,0.045542381,0.062401765,0.026674502,0.032831285,0.068369161,0.062358542,0.022091944
"CWC15",0.05387759,0.355751121,0.034881697,0.054625342,0.05625642,0.059770539,0.050226825,0.04517563,0.043306561,0.10107583,0.064164041,0.064530156
"CWC22",0.083391624,0.078415721,0.050415033,0.085435991,0.046686626,0.063518818,0.075676324,0.036761891,0.080518418,0.078603428,0.032741562,0.030665324
"CWC25",0.05921174,0.181400604,0.05861696,0.06988283,0.038570076,0.059714087,0.04218454,0.029052617,0.086273632,0.082222786,0.136716151,0.029596711
"CWF19L2",0.199428222,0.121986782,0.123178416,0.131058403,0.18527687,0.158001155,0.17506937,0.118393396,0.192887314,0.156943769,0.08625156,0.056759617
"CXCL14",0.016895531,0.006616217,0.013431493,0.007626545,0.008668946,0.114216496,0.585061345,0.017982194,0.019618901,0.020838101,0.020717036,0.002034132
"CYB5B",0.065677729,0.004852239,0.045635122,0.057598979,0.034956111,0.122147681,0.052915606,0.042874735,0.04900259,0.037719982,0.076426332,0.047496029
"CYB5R3",0.024008571,0.043682102,0.024907811,0.027646948,0.040676802,0.031590707,0.032750984,0.036042694,0.027592526,0.168292562,0.054555869,0.039642716
"CYC1",0.023169533,0.449596056,0.023215787,0.027206379,0.031390599,0.025712088,0.046794738,0.043994235,0.018878883,0.038594786,0.025220584,0.038544431
"CYCS",0.075751474,0.711421418,0.075494779,0.054658648,0.029815525,0.074319409,0.095193163,0.026781613,0.03550168,0.103252726,0.114615571,0.201768215
"CYLD",0.102091579,0.017249733,0.08664518,0.03974469,0.097064717,0.067645024,0.102265833,0.054536005,0.086738682,0.136608467,0.055365152,0.113891116
"CYP20A1",0.021126751,0.025680979,0.013874672,0.017682071,0.032831398,0.049207606,0.032134054,0.045224971,0.042345967,0.05250517,0.040233377,0
"CYP27A1",0.002727509,0.012060438,0.003970677,0.00725252,0.064432003,0.024501537,0.004010283,0.04891731,0.009813268,0.02149741,0.056860035,0
"CYP2J2",0.00164308,0,0.002278817,0.001932985,0.042790763,0.033435211,0,0.023699105,0,0,0,0
"CYP46A1",0.240813937,0,0.345561457,0.191643011,0.034059486,0.136342511,0.166404233,0.087723116,0.026577194,0.024991627,0.090056705,0.109837576
"CYP4V2",0.022744735,0.014288497,0.018954788,0.019964056,0.047867178,0.142831416,0.0283666,0.053439348,0.032626623,0.025217922,0.039130647,0.002241201
"CYTH1",0.06048916,0.051720356,0.060508937,0.081643749,0.182528989,0.072738528,0.103941501,0.056440466,0.049897524,0.065521269,0.024120315,0.041441332
"DAAM1",0.274104905,0.029613008,0.428221969,0.193924975,0.039897711,0.289740782,0.417907158,0.105947755,0.072990169,0.050415923,0.425336417,0.117168053
"DAAM2",0.004886026,0.040220916,0.009766054,0.017481216,0.251772628,0.267431765,0.008322343,0.014637763,0.01553413,0.088128828,0.038606704,0.027597609
"DACT3",0.077304113,0,0.099564046,0.077337589,0.116865546,0.07549198,0.12836223,0.05296565,0.062577875,0.021159839,0.00624616,0.070878553
"DAPK2",0.018827051,0.007426554,0.003798388,0.009001231,0.074874772,0.022753397,0.003985574,0.032200267,0.003081581,0.00468492,0.005996414,0
"DARS",0.053490382,0.065621749,0.048366525,0.031346594,0.041510282,0.078729785,0.050002964,0.073660742,0.052582641,0.049437563,0.125795787,0.017253522
"DAZAP1",0.074666743,0.072843073,0.105287603,0.068597913,0.103713651,0.068261793,0.068484872,0.045827272,0.039315567,0.056090831,0.075465961,0.051960553
"DAZAP2",0.056329981,0.061397318,0.070434039,0.042419072,0.081116955,0.047025717,0.050863804,0.047659301,0.048341491,0.118015374,0.089734817,0.050264571
"DBI",0.021456683,0.685868403,0.019232284,0.02453939,0.059509081,0.23376663,0.015348507,0.222799624,0.02492135,0.093310086,0.080313577,0.02056028
"DBT",0.075867358,0.018784759,0.069207576,0.08112955,0.051970457,0.110302947,0.072547383,0.042123021,0.042425725,0.013115174,0.08895134,0.057432674
"DCAF10",0.075981644,0.01119119,0.072051186,0.089705206,0.048014472,0.059513302,0.091288354,0.118551645,0.084136167,0.074004588,0.089103461,0.041588387
"DCAF16",0.090352115,0.066710917,0.069010984,0.106393959,0.079071606,0.071092375,0.057825303,0.099841015,0.074023267,0.056189067,0.049468447,0.028648039
"DCLK2",0.078122447,0.009579218,0.124488366,0.099212513,0.013136666,0.218057715,0.085872978,0.060780248,0.006034917,0.026390868,0.10818585,0.04596182
"DCLRE1C",0.023425554,0.017872132,0.019008194,0.011058966,0.02191196,0.045574084,0.015675257,0.020530126,0.059590229,0.026035063,0.037787124,0.003339745
"DCXR",0.023329869,0.456570734,0.025991086,0.013477478,0.03100243,0.062190949,0.032673304,0.032620784,0.028128107,0.050490077,0.032463945,0.02107298
"DDHD1",0.094392429,0.027193432,0.063173302,0.067967079,0.06749886,0.096356746,0.061445399,0.069709732,0.035112948,0.026027672,0.01760619,0.038479851
"DDIT4",0.007491814,0.162710726,0.017418863,0.029281886,0.027707565,0.215271693,0.011359079,0.076871527,0.193336824,0.158383971,0.040150144,0.0047648
"DDR1",0.006183691,0.007681882,0.0194301,0.038834507,0.116624988,0.14758535,0.031274698,0.238110292,0.02449299,0.035072192,0.238533338,0.003589207
"DDT",0.012989076,0.814830963,0.008015776,0.01146,0.022137582,0.016848584,0.018680994,0.010355556,0.018922262,0.033713748,0.005113855,0.025751533
"DDX17",0.746804152,0.341558243,0.688044389,0.872775421,0.905722909,1.030650776,0.746794056,0.86512117,0.813556488,0.778648563,1.032644361,0.139501985
"DDX18",0.097122235,0.221417487,0.057273667,0.063508495,0.087193572,0.055570253,0.083859745,0.117260396,0.078738542,0.109222968,0.098348158,0.045814934
"DDX27",0.161542501,0.119985103,0.126165652,0.122105455,0.076044868,0.070353483,0.119511334,0.066363551,0.10011862,0.080803792,0.019260483,0.024704458
"DDX3X",0.077076253,0.066360219,0.051405431,0.064106839,0.05441753,0.164167775,0.082816854,0.086251359,0.105598515,0.128380273,0.130339636,0.051579089
"DDX46",0.222333387,0.176433643,0.160264602,0.162817115,0.172074347,0.20075644,0.219313627,0.180600674,0.200660654,0.133623,0.14669694,0.108073523
"DDX5",0.41525206,0.452331629,0.479280933,0.620568526,0.44840855,0.338732006,0.389336957,0.54318794,0.576202723,0.668724697,0.718497913,0.083357298
"DDX52",0.081429954,0.221712923,0.077701291,0.061871157,0.048341795,0.063797065,0.07102104,0.063757397,0.067085059,0.079932894,0.038118513,0.036526155
"DEGS1",0.036311816,0.090643809,0.037548888,0.027460526,0.058605431,0.024084937,0.044493977,0.072154092,0.030499305,0.063182021,0.01775016,0.038327448
"DEK",0.060894954,0.204300074,0.040486207,0.049631569,0.099170029,0.103144375,0.104086877,0.143076483,0.116711202,0.244903046,0.168937512,0.048558294
"DENND4A",0.07280339,0.02125079,0.070783005,0.061726481,0.063232616,0.073851738,0.054559809,0.054054902,0.079049095,0.035732913,0.03293408,0.042691322
"DENND4C",0.04277295,0.009223293,0.041025749,0.061184149,0.044386266,0.053141194,0.046444061,0.072815977,0.068751867,0.093300252,0.028017648,0.005298124
"DENND5A",0.038290544,0.02721163,0.039322539,0.031143949,0.102639463,0.038447275,0.058351867,0.088438827,0.036387816,0.051235961,0.022010475,0.075584279
"DFFA",0.102557298,0.16630887,0.112840684,0.087144007,0.090286165,0.099799925,0.144825644,0.087970935,0.025724456,0.084537197,0.148016966,0.051130556
"DGKG",0.044962949,0,0.116869171,0.228666766,0.015676349,0.140954726,0.041222493,0.252726341,0.028276157,0.007571882,0.003098879,0.009738298
"DHCR24",0.084164951,0.010298812,0.098946065,0.110039163,0.16682613,0.036713928,0.070131477,0.025948783,0.021293314,0.025236334,0.004916355,0.150733696
"DHRS7",0.024870017,0.043957532,0.01155592,0.00315893,0.032282982,0.031551475,0.029915569,0.082928814,0.044925918,0.044435875,0,0.054353043
"DHTKD1",0.045678315,0.030135868,0.045586051,0.03762534,0.049438213,0.072285006,0.054889061,0.064543555,0.136751128,0.018896567,0.003098879,0.004284978
"DHX29",0.156229786,0.066073409,0.15717923,0.149253437,0.128646931,0.100237404,0.148455756,0.144314409,0.051807488,0.116759093,0.054457949,0.05532801
"DHX36",0.252387694,0.177336018,0.201386808,0.23866147,0.143621437,0.179678738,0.260195099,0.21621404,0.200133907,0.172660489,0.125609542,0.075418956
"DHX9",0.051375306,0.091765421,0.048386484,0.078474922,0.041331505,0.086117752,0.063193317,0.083607277,0.092382069,0.122673445,0.132234975,0.042351134
"DICER1",0.120288477,0.044041961,0.139743939,0.103606494,0.275917799,0.149968813,0.141254332,0.131879495,0.129526368,0.112457546,0.069375062,0.0534702
"DIO2",0.003379164,0,0.002007302,0.004654007,0.005049803,0.096747256,0.002843832,0.03891968,0.003413521,0.007914935,0.022764212,0
"DIP2A",0.158240156,0.05723612,0.095661889,0.061878523,0.184666474,0.096880271,0.184787618,0.129696789,0.295943308,0.178336883,0.052044715,0.019772009
"DIP2B",0.076756986,0.021214609,0.065139847,0.061736321,0.273147638,0.060937735,0.082742977,0.099247728,0.156597515,0.044678405,0.026587053,0.026401156
"DIP2C",0.083892304,0.020380113,0.074214368,0.092248486,0.117836739,0.062134927,0.097718897,0.089219641,0.023444253,0.014396039,0.073547313,0.044844464
"DIS3L",0.038888991,0.026111828,0.049662277,0.074916321,0.049729511,0.044953726,0.051731144,0.065978789,0.045279613,0.031841489,0.077357494,0.008628059
"DIXDC1",0.066125308,0.021793622,0.023078052,0.093379984,0.112236128,0.066407712,0.076826253,0.038693257,0.006197606,0.011672975,0.059069157,0.036858327
"DLC1",0.019033404,0.008575383,0.030799141,0.005469282,0.053984535,0.025932979,0.018870976,0.032002663,0.004705339,0.174961493,0.039251879,0.040595726
"DLG1",0.384806189,0.030144697,0.223326654,0.219211214,0.426655555,0.139642602,0.124766166,0.238861538,0.136219912,0.157297706,0.155360658,0.075314743
"DLL1",0.00198714,0.029535504,0.005004968,0.002093028,0.030915123,0.019807224,0.00715385,0.094701995,0.002814186,0.04966816,0.113151038,0.004692285
"DLX6-AS1",0.011552711,0,0.005363287,0.005601447,0.00684193,0.01158043,0.675831095,0.020942451,0.002602181,0.019385697,0,0.012406423
"DMD",0.22390902,0.018401246,0.367532307,0.308493698,0.124909899,0.100857308,0.163417496,0.159579035,0.039581898,0.048784007,0.397986301,0.055231642
"DMTF1",0.188068906,0.074036036,0.188901741,0.161994537,0.180243827,0.165704865,0.170671224,0.127054468,0.134398436,0.130456352,0.164959265,0.04481398
"DNAAF1",0.068779561,0,0.13578783,0.141403222,0.005587739,0.032162323,0.04102955,0.006094611,0.006569929,0.01855946,1.728812635,0
"DNAH7",0.047412567,0.012070763,0.066046776,0.056470465,0.008102886,0.160804932,0.018811043,0.025100792,0.02010494,0.013997136,0.469680806,0.020050827
"DNAJB1",0.027091791,0.024939704,0.03415475,0.026225609,0.059873225,0.126193844,0.035876707,0.072724273,0.077498652,0.088226552,0.130156105,0.055491387
"DNAJB11",0.017166533,0.424786998,0.027671214,0.025717285,0.032339905,0.028191561,0.023900297,0.046573038,0.02444962,0.047651785,0.037349374,0.012554926
"DNAJB2",0.112820848,0.00789282,0.116230067,0.094450101,0.280648285,0.100712751,0.177413491,0.082789525,0.035544161,0.073254271,0.092619914,0.068065804
"DNAJC21",0.112872782,0.044636937,0.084754479,0.044664256,0.066564531,0.057511396,0.116995162,0.05871226,0.025399676,0.131897789,0.056757522,0.094910041
"DNAJC3",0.02169731,0.029651869,0.021724223,0.024748186,0.036325528,0.054337448,0.028739871,0.047033641,0.036542811,0.045022062,0.059559244,0.012222417
"DNAJC8",0.07652074,0.411473189,0.053077841,0.052672931,0.053731822,0.060931222,0.074771142,0.08035029,0.035145031,0.120753026,0.095700412,0.092463493
"DNASE1",0.047150725,0.024498831,0.035445951,0.049292641,0.031119489,0.073682425,0.049631574,0.044545657,0.044719819,0.033118993,0.05716012,0.002948239
"DNER",0.013851397,0,0.038826793,0.037145241,0.144542757,0.061657466,0.274475325,0.425313637,0.018349591,0.013621228,0.110171299,0.02106688
"DNM2",0.05071686,0.049591366,0.069015561,0.045278738,0.083067525,0.047171758,0.049646904,0.039592708,0.093594575,0.116408275,0.051359326,0
"DNM3",0.077824451,0.006192349,0.07691703,0.050283443,0.271286688,0.070160441,0.169242928,0.204093757,0.02362548,0.076873626,0.003900083,0.211343618
"DNMT1",0.096271999,0.254565932,0.063517754,0.080827564,0.067649274,0.058498755,0.130826686,0.091274038,0.146867176,0.120713925,0.065057688,0.032125959
"DNPH1",0.013052386,0.795019032,0.014674621,0.012588405,0.011495444,0.025440977,0.019973109,0.027608985,0.002253979,0.011658687,0.078539093,0.036691494
"DNTTIP2",0.060922835,0.941498921,0.043329936,0.036174013,0.037182376,0.045116503,0.064278317,0.042038625,0.02390416,0.05769964,0.033316647,0.098541246
"DOCK1",0.001334908,0.017197105,0.010113789,0.007330207,0.11114498,0.059248493,0.007581193,0.056117412,0.005039887,0.05278072,0.04043685,0.009658053
"DOCK10",0.008780637,0.015841237,0.054690762,0.302679232,0.348055535,0.037864438,0.104997306,0.156214241,0.163884375,0.016079283,0.030461546,0.004801282
"DOCK4",0.162196557,0,0.466441894,0.346324666,0.157057016,0.18139094,0.064793607,0.122624715,0.400481488,0.03037633,0.065484081,0.096943579
"DOCK5",0.009056354,0.007639973,0.026525874,0.032701926,0.46389684,0.089175026,0.008220213,0.090572945,0.056474425,0.028471007,0.038529146,0.019887871
"DOCK7",0.045776485,0.026966724,0.038615745,0.036705659,0.008836939,0.152714453,0.050551923,0.016334342,0.028051274,0.023631433,0.069508034,0.012652825
"DOCK8",0.00239792,0,0.004423421,0.002676912,0.006119584,0.014877636,0.00476276,0.006586316,0.287579549,0,0,0
"DOCK9",0.112488221,0.014401391,0.157920773,0.046435647,0.22413582,0.041879289,0.149477407,0.130045901,0.020777993,0.290991188,0.033217564,0.074221072
"DOHH",0.011265165,0.015175245,0.010748132,0.011011775,0.068810827,0.008347448,0.013036394,0.010335533,0.011842537,0.030763875,0.002752747,0.017985609
"DPF2",0.055460767,0.032948695,0.057571965,0.053106436,0.048672083,0.041405259,0.059386483,0.05422945,0.039947378,0.089645487,0.019440904,0.018218733
"DPY19L3",0.038696556,0.015049296,0.111689557,0.125167711,0.028990143,0.10572343,0.036931587,0.125804514,0.021919047,0.041240873,0.015778111,0.026395567
