"","Neuron.Type.2","Undefined","Glutamatergic.neuron","Neuron.Type.1","Oligodendrocytes","Astrocytes.Type.1","GABA.ergic.neurons","Oligodendrocyte.progenitor.cells","Microglia","Endothelial.cells","Astrocyte.Type.2","Neuron.Type.3"
"SQLE",0.033405381,0.110390183,0.034427292,0.038096061,0.092687856,0.027282541,0.040252918,0.034771724,0.00917108,0.024127759,0.094181776,0.032190895
"SRCIN1",0.123653242,0,0.084606517,0.065562585,0.179416545,0.028225302,0.144697413,0.016976913,0.018077199,0.007593745,0.044189909,0.05191281
"SREBF1",0.037266204,0.070794046,0.030269437,0.021440295,0.137285781,0.154532917,0.03283346,0.030257489,0.030991777,0.046236817,0.079563656,0.004284978
"SREK1",0.427565098,0.071615869,0.397645416,0.346377435,0.221649303,0.336243572,0.422623038,0.332483519,0.228768074,0.251379675,0.441309572,0.063067513
"SRGAP1",0.017814535,0.010036217,0.007645485,0.006194492,0.065239534,0.118303033,0.036305067,0.081595026,0.157358671,0.002921384,0.099709696,0.003217721
"SRGAP2",0.038240027,0.021897723,0.09970073,0.03282805,0.028576107,0.020861207,0.073621371,0.058066887,0.38679284,0.078285619,0.042493667,0.02183868
"SRGN",0.000977163,0,0.001542174,0.003784924,0.010913963,0.008987262,0.002237245,0.007142205,0.32936136,0.608027701,0.021670874,0.003208058
"SRI",0.044683002,0.191192898,0.032308322,0.044718724,0.045361231,0.08550863,0.04038105,0.09840601,0.054317979,0.041585966,0.109588531,0.02415604
"SRP14",0.073578856,0.508227442,0.048782414,0.082968021,0.095029408,0.128447183,0.092746922,0.129282674,0.050596626,0.265193797,0.271859275,0.19867794
"SRP54",0.041906702,0.039708888,0.032958192,0.03483575,0.074538147,0.060103832,0.037928247,0.062002553,0.065344035,0.041196666,0.076313467,0.031230105
"SRP72",0.088783497,0.123779669,0.060549547,0.077614256,0.083405125,0.060395209,0.090778242,0.104352095,0.01579303,0.080254194,0.033151907,0.068823803
"SRRM1",0.338482209,0.374052285,0.326726826,0.341076817,0.639473075,0.377258716,0.333868547,0.266652714,0.340419478,0.26853673,0.309771052,0.058294994
"SRRM2",0.40810131,0.226105391,0.377732234,0.454879886,0.330423277,0.359197473,0.388303176,0.286403338,0.425940769,0.330631065,0.247736526,0.139998534
"SRRT",0.065944782,0.130600417,0.053562862,0.060369877,0.043233091,0.128355917,0.064633654,0.065159216,0.096337692,0.057477297,0.062040054,0.011091249
"SRSF1",0.039429493,0.191792922,0.041798996,0.048679154,0.066084352,0.078573851,0.0800422,0.088590308,0.077239336,0.065727511,0.140035685,0.028184508
"SRSF11",1.068711887,0.72356806,0.904810281,0.888590271,0.715751656,0.520780707,0.875520553,0.699785415,0.654364961,0.553101105,0.408610959,0.146683475
"SRSF2",0.1330632,0.28664506,0.08184201,0.111039425,0.094820683,0.076062053,0.120417733,0.095159611,0.153738269,0.175642955,0.140227786,0.056805455
"SRSF3",0.05173302,0.297763744,0.04914967,0.075727764,0.064419338,0.154593469,0.060699258,0.127190628,0.132564496,0.155558533,0.282358959,0.051875368
"SRSF5",0.383696127,0.2023446,0.690336045,0.510046168,0.4173598,0.422170879,0.371463934,0.365381414,0.316855057,0.281574648,0.622632883,0.104044769
"SRSF6",0.095511946,0.222733235,0.10405808,0.120422937,0.140528299,0.144820307,0.102362971,0.212746623,0.093364083,0.127291754,0.097698515,0.034187518
"SRSF7",0.125270519,0.552957359,0.094749054,0.096873547,0.073435523,0.061839069,0.108127217,0.067735547,0.098867299,0.129984214,0.069566284,0.014668506
"SSBP1",0.05762176,1.02690624,0.052320858,0.059713419,0.047205479,0.040481695,0.051917056,0.04971299,0.037894422,0.067286704,0.034460202,0.041773118
"SSH2",0.042915127,0.037812565,0.055054123,0.037255815,0.050486449,0.023409156,0.046914787,0.022763505,0.212163917,0.017056552,0,0.018042134
"SSPN",0.003154042,0,0.002603392,0.008054769,0.012891422,0.057146362,0.002426061,0.067096294,0.015392916,0.011464807,0.104934326,0
"SSR1",0.083685589,0.081123843,0.082272132,0.093145451,0.08469081,0.0597735,0.083847695,0.127865253,0.086686882,0.08514884,0.040417035,0.074662008
"SSR2",0.039039977,0.126760161,0.042872987,0.028118542,0.026843268,0.030972616,0.044906025,0.07634293,0.006676913,0.074578535,0.038215214,0.018796091
"SSR3",0.035703033,0.209713413,0.031001002,0.030736071,0.046873798,0.074917279,0.047380715,0.066763608,0.031983939,0.133319586,0.068982902,0.060509121
"SSR4",0.025394003,0.819083736,0.028909466,0.027773278,0.031024745,0.021472765,0.029371393,0.028555682,0.024460304,0.085956432,0.03210292,0.027276333
"SST",0.006188455,0.006802159,0.003106261,0.001388455,0.002476474,0.007732061,0.154772413,0.006334342,0.019271953,0.015381975,0.004375219,0
"ST13",0.057213635,0.210644036,0.038465608,0.06652219,0.079154631,0.072495276,0.075376604,0.053668729,0.053916517,0.125449923,0.106353969,0.107520353
"ST18",0.007511702,0,0.027414597,0.096791146,0.476940457,0.048113887,0.012396913,0.046191894,0.008697925,0.02890678,0.008493449,0.005328651
"ST3GAL5",0.094049609,0.010775142,0.070951082,0.109606647,0.104589706,0.061970678,0.121124128,0.115927802,0.054865011,0.06424313,0.053907379,0.08697687
"ST3GAL6",0.086052809,0.015991158,0.028751547,0.037225834,0.038362595,0.015376598,0.026744114,0.084513242,0.132242594,0.087305772,0.096951982,0.003113534
"ST5",0.025835031,0.005969846,0.028630742,0.004257828,0.00447708,0.065383463,0.028761268,0.034567038,0.022267948,0.053699919,0.113469743,0.011402985
"ST6GAL1",0.023470785,0,0.007647335,0.014024326,0.001925902,0.015751924,0.009511128,0.032583166,0.196679254,0.191213153,0.01812094,0.010818838
"STAB1",0.001008549,0.014868441,0.006095667,0.003231222,0.005701012,0.002878873,0.002560719,0.007167535,0.303128027,0.067455178,0,0
"STAG1",0.038659748,0.033279151,0.036328691,0.045689541,0.036202991,0.032524921,0.033741994,0.039810062,0.07837318,0.05189313,0.076674122,0.008111724
"STAG2",0.042131139,0.160375389,0.031735732,0.036441539,0.100409367,0.057199504,0.061821816,0.067272017,0.071908927,0.095771109,0.101288188,0.026698303
"STAMBP",0.034721994,0.025222444,0.017807288,0.022239526,0.060370324,0.040188936,0.028640516,0.060678191,0.0508167,0.023558666,0.035443083,0.009229557
"STARD9",0.045163926,0.013184317,0.040079374,0.014793221,0.096985766,0.027403827,0.045178434,0.039271762,0.015714111,0.015969452,0.049555895,0
"STAT2",0.107292591,0.037600671,0.153791604,0.135640363,0.153116049,0.103873433,0.088679906,0.049329254,0.102438519,0.084728553,0.101046446,0.016548154
"STAT3",0.050368638,0.014040114,0.032682526,0.027158957,0.065431949,0.101535656,0.06878147,0.083062548,0.149926216,0.2537811,0.216314023,0.042593554
"STAT5B",0.036483825,0.019973261,0.038959285,0.030438794,0.043205232,0.042508054,0.077985402,0.047100275,0.05216073,0.08420063,0.043090507,0.019395961
"STK33",0.005947599,0.015397258,0.000748957,0.001954953,0.001255357,0.070116864,0.002748542,0.043094919,0.007023579,0,0.333300052,0
"STMN1",0.235471883,0.736338333,0.052905644,0.105101357,0.207436171,0.049791983,0.161603418,0.095268433,0.042963614,0.048752828,0.056626365,0.411030356
"STMN4",0.092122545,0.004250486,0.108093695,0.129603977,0.161813534,0.027472659,0.101440716,0.103904302,0.016475685,0.017837045,0.024864196,0.079419175
"STOM",0.003026342,0.008490693,0.01203533,0.005225788,0.009096007,0.104845763,0.010923227,0.013436537,0.096405587,0.455246974,0.046591258,0.00303224
"STON2",0.001857692,0,0.002410801,0.01195608,0.006503118,0.114553562,0.00093272,0.00350631,0.019472309,0.006515432,0.168547032,0
"STOX1",0.008556292,0.024828641,0.000845256,0.009341201,0.001792057,0.091797431,0.007478766,0.002101264,0.003413521,0.004057786,0.060324946,0.006199079
"STRN",0.031455333,0,0.023008747,0.04173597,0.085010965,0.027642205,0.030217418,0.054795903,0.016792674,0.072767029,0,0.00942028
"STT3B",0.072698003,0.044544805,0.063774084,0.094016899,0.056297815,0.047567562,0.056287739,0.05651081,0.050923102,0.069882789,0.07825563,0.030828078
"STX16",0.164812452,0.015185201,0.120535618,0.216813029,0.250659739,0.210570114,0.140814007,0.159293347,0.187771339,0.169847859,0.296207032,0.06617145
"STX4",0.031506394,0.047749681,0.030918958,0.031046413,0.081102289,0.032082804,0.021724268,0.033307029,0.080686443,0.081439917,0.016430986,0.028706143
"STX7",0.095667556,0.043665324,0.097547877,0.071826826,0.064408906,0.066702027,0.102460551,0.045601859,0.230239914,0.069575251,0.046025946,0.073190314
"STXBP3",0.041607128,0.052765421,0.039473333,0.108379095,0.160347761,0.070730823,0.043417833,0.069766526,0.057788351,0.110710246,0.103867351,0.024827586
"SUGT1",0.065706531,0.06596826,0.085793286,0.077207993,0.083609171,0.076657598,0.073533717,0.062245036,0.044422833,0.089735174,0.057679986,0.075488159
"SULF2",0.01490028,0.020796982,0.101795887,0.020587401,0.007780653,0.009009113,0.032167936,0.344802106,0.013862846,0.127975438,0.014275532,0.027471594
"SUN2",0.05209992,0.040481779,0.089487895,0.173827366,0.366327927,0.109338179,0.03161504,0.051710081,0.036091533,0.124902911,0.04070983,0.030507924
"SUPT20H",0.072334617,0.029929209,0.058017793,0.056624594,0.070856793,0.07446983,0.078005812,0.070943066,0.062336367,0.081676186,0.115222243,0.007856881
"SUPT5H",0.098658925,0.117567363,0.10461945,0.09210535,0.073401644,0.112991818,0.098630426,0.060217093,0.054477748,0.087748292,0.091854843,0.085425821
"SVIP",0.077852096,0.228772961,0.055354804,0.030748651,0.196953893,0.050950393,0.049677852,0.053303525,0.017409864,0.172364122,0.029745043,0.23253291
"SWAP70",0.0195702,0.023789923,0.001654086,0.00430611,0.026567437,0.037872913,0.013907725,0.041240017,0.115591682,0.194441544,0.060322916,0.015646181
"SWT1",0.026178856,0.00787904,0.013649499,0.01591433,0.037701242,0.039435064,0.029901128,0.032668467,0.04025228,0.035074591,0.037384545,0.002508362
"SYAP1",0.037098757,0.170959089,0.039889103,0.029321901,0.047950406,0.033206406,0.051367589,0.031119148,0.008343385,0.066693479,0.085536114,0.060450351
"SYCP2",0.10110181,0.013949494,0.035328989,0.050580487,0.024242238,0.089248853,0.059793943,0.055343585,0.046785264,0.048787166,0.024468688,0.016167895
"SYF2",0.056153919,0.078096822,0.052255897,0.044190041,0.044931509,0.049163975,0.067472334,0.069187638,0.023964731,0.132023737,0.09910102,0.031549722
"SYMPK",0.072292285,0.031059821,0.08467238,0.066286322,0.048002326,0.076096549,0.059079965,0.062077221,0.069847264,0.017775065,0.078645927,0.008733435
"SYNCRIP",0.057296146,0.100530328,0.052820244,0.065645201,0.062075858,0.067542024,0.058153489,0.054771856,0.073343311,0.10093199,0.078932776,0.044059398
"SYNE1",0.638072492,0.007681882,1.12125247,1.00250157,0.136235999,0.840812113,0.487321276,0.337874076,0.136062643,0.523318003,1.001206189,0.337449014
"SYNE2",0.023413276,0.062899576,0.020782927,0.024397935,0.047768284,0.050908834,0.027552835,0.0663925,0.01893163,0.756802546,0.391853319,0.005328651
"SYNGR2",0.011598194,0.113529516,0.0153303,0.011178908,0.098816667,0.012916101,0.010852284,0.027409164,0.03771777,0.097474893,0.009399616,0
"SYNJ2",0.077653442,0.018478012,0.101048827,0.032272867,0.311535694,0.021143997,0.015436052,0.022787735,0.005617609,0.045546658,0.005850504,0.02348548
"SYNRG",0.046511194,0.080332721,0.035782449,0.027078292,0.067838093,0.075016986,0.058458796,0.074926584,0.064195484,0.05679947,0.074455235,0.032227572
"SYPL1",0.006766655,0.013756531,0.009807255,0.0065917,0.073588824,0.039439347,0.006899818,0.023967873,0.00634341,0.096658233,0.07669153,0.006343857
"SYT1",1.304938934,0.051359373,1.105381956,0.877798685,0.063326964,0.154066471,1.444194702,0.125395332,0.135109948,0.194016422,0.035926978,1.658034538
"SYT11",0.285158612,0,0.259152382,0.205361672,0.338869715,0.259663314,0.382151664,0.383913109,0.131417785,0.109883674,0.177528658,0.468055129
"SYTL4",0.003178303,0.004838935,0.011942456,0.004557899,0.004835625,0.104460795,0.005126809,0.018505631,0.012172008,0.060123591,0.024790366,0
"TAC1",0.004917077,0,0.005609687,0.006001919,0.007296045,0.004472534,0.197027172,0,0.003244203,0.013713981,0.009415092,0.003586925
"TACC1",0.413852798,0.020182439,0.214942851,0.377151512,0.260017748,0.209216958,0.202754124,0.152048812,0.244680281,0.849643092,0.205532941,0.233287343
"TAF3",0.042683853,0.01196429,0.058568157,0.05927107,0.045305548,0.045596703,0.073172204,0.046916119,0.069669866,0.064100288,0.042633515,0.046213264
"TAF7",0.042646475,0.150730883,0.067485008,0.063460365,0.065394726,0.046788275,0.054089708,0.066484542,0.073060484,0.091693627,0.094362553,0.069536324
"TALDO1",0.023967421,0.148984176,0.030749955,0.022487212,0.075768234,0.025321972,0.018164359,0.01896707,0.009407158,0.060768928,0.026313173,0.030308311
"TANC1",0.005195729,0.015754045,0.061592277,0.090554934,0.065494146,0.034633116,0.019459078,0.05409744,0.057901532,0.161489623,0.015050592,0
"TAOK1",0.183488008,0.033825788,0.23282642,0.197949729,0.169043095,0.144806872,0.185925741,0.157475551,0.153302821,0.12444688,0.190890064,0.197163101
"TAOK3",0.304889046,0.017853592,0.223923078,0.150350952,0.152446273,0.194334068,0.425219264,0.693660892,0.169707532,0.116833,0.048521063,0.110929471
"TAPT1",0.031779609,0.013989075,0.047203763,0.041644574,0.058381364,0.028269622,0.043767611,0.035702131,0.039550531,0.052677289,0.032700111,0.043694901
"TARDBP",0.107770737,0.116969742,0.10666232,0.143296191,0.137877008,0.098235541,0.092532351,0.074344176,0.116651496,0.106930515,0.143342904,0.057528222
"TARSL2",0.131866593,0.051426489,0.126487772,0.163862408,0.214219375,0.065446664,0.1398682,0.074480468,0.044532159,0.076196804,0.050800794,0.038429947
"TATDN3",0.066707289,0.106288935,0.071469685,0.045900667,0.06608803,0.030406322,0.086006483,0.029831111,0.073509456,0.017489481,0.02789008,0.00613134
"TAX1BP1",0.182214115,0.159916621,0.193449413,0.163268184,0.132023519,0.144703961,0.193965752,0.130938896,0.160552467,0.340572111,0.20411103,0.246762519
"TBC1D12",0.029424993,0.016239292,0.032692958,0.030795723,0.120401843,0.034433883,0.039348721,0.032268257,0.148639105,0.051044345,0.020045078,0.014280127
"TBC1D13",0.027794058,0.027603842,0.025020625,0.034181451,0.058268257,0.022788784,0.031155557,0.020310702,0.009484639,0.014536377,0.019784141,0.051172736
"TBC1D17",0.045342799,0.008104428,0.044496292,0.052442081,0.053091492,0.06603951,0.05555656,0.024448996,0.030639353,0.017817957,0.032708379,0.018409696
"TBCA",0.052609884,0.598663374,0.059651983,0.067431741,0.098855768,0.064185845,0.06547941,0.060981531,0.019489875,0.154157796,0.131371763,0.086402331
"TBCB",0.086050842,0.284365885,0.067239691,0.080173937,0.174530559,0.081010327,0.099457139,0.062251975,0.06226004,0.123630857,0.129416358,0.113542311
"TCEAL4",0.108524539,0.185369385,0.125023555,0.152606393,0.080925359,0.087428278,0.118137329,0.094918097,0.046681206,0.113400751,0.170934252,0.115607134
"TCF12",0.017167646,0,0.06356576,0.061598107,0.100478599,0.052141942,0.044102779,0.201749802,0.085618732,0.076249227,0.065891972,0.012526845
"TCF4",0.447986696,0.021338999,0.818384166,0.426691291,0.32049354,0.40421601,0.889552345,0.436726997,0.189306441,0.62697194,0.370103854,0.422942136
"TCHP",0.049939991,0.010293338,0.055219045,0.022074154,0.081661812,0.063173979,0.067234042,0.069606113,0.04459067,0.040250227,0.050854544,0.022601305
"TCP11L2",0.00664321,0.022184852,0.002300035,0.020094121,0.051032953,0.021659951,0.020201454,0.009291751,0.022675561,0.014382888,0.044756228,0
"TDRD3",0.054030612,0.022245943,0.066463188,0.046102847,0.059564446,0.117913984,0.066342342,0.051680011,0.083005486,0.044303331,0.092065458,0.013638473
"TEAD1",0.039794983,0.020241727,0.167555797,0.034376675,0.032767515,0.147659961,0.044692998,0.06366364,0.003413521,0.110538282,0.274523771,0.033468685
"TET1",0.015997393,0.056530864,0.006482988,0.013952651,0.04440752,0.080059772,0.017218911,0.046657892,0.005678449,0.020099147,0.070299688,0.002087933
"TET2",0.026179767,0.014726773,0.029252724,0.030293844,0.035948359,0.036804901,0.046267445,0.047944882,0.094482191,0.029200849,0.058446198,0.009685431
"TF",0.029971246,0.028184944,0.065367078,0.063201328,1.474192036,0.156445495,0.041554023,0.157865686,0.066775695,0.040586141,0.035401756,0.005449395
"TGOLN2",0.122517202,0.028038849,0.086812323,0.126485408,0.100060938,0.072397219,0.160584173,0.068755716,0.213787138,0.155951895,0.106037298,0.136711126
"THAP6",0.019816332,0.021682573,0.014644042,0.011920212,0.045965468,0.052955898,0.024405428,0.030215803,0.004222441,0.011629765,0.015620265,0.022219456
"THBS2",0.004735393,0.007359321,0.004350056,0.003745186,0.07901604,0.027085533,0.006085802,0.098094906,0,0.008982316,0.025525014,0.013375705
"THOC1",0.109864222,0.121365302,0.13959572,0.228199391,0.130416124,0.107610902,0.13516792,0.088678594,0.117583687,0.065386893,0.136857026,0.010949789
"THOC2",0.282593359,0.323006541,0.221789349,0.278051958,0.278580137,0.24041128,0.28547342,0.256794922,0.224989772,0.240962057,0.278569973,0.08329662
"THSD7A",0.020473061,0.010417859,0.021169836,0.048730623,0.00857728,0.06181316,0.266021485,0.118351171,0.009404169,0.094327369,0.013221525,0
"TIA1",0.227681774,0.053886443,0.278232385,0.221223444,0.220256009,0.200415967,0.194836626,0.263729241,0.155339855,0.136168652,0.148053185,0.037169089
"TIAL1",0.06134887,0.080610511,0.054496474,0.035067646,0.11964155,0.063505442,0.095371791,0.088683182,0.112685711,0.111828503,0.052904323,0.013243629
"TIAM1",0.052383475,0.014393891,0.087244026,0.423826516,0.075788108,0.049063554,0.150850864,0.087627052,0.158082908,0.051324788,0.039787253,0.06891739
"TIMM8B",0.039584386,0.557351378,0.015481205,0.021197337,0.018098012,0.03599185,0.03017276,0.017083469,0.026048008,0.056599562,0.013057249,0.016983332
"TIMP2",0.052751373,0.011369829,0.037092635,0.008094756,0.100836942,0.061625416,0.277020356,0.107388201,0.096844435,0.15170848,0.080271782,0.105266399
"TIMP3",0.005019954,0,0.0083793,0.015363586,0.00588917,0.102055999,0.008360848,0.125554429,0.005408718,0.571374737,0.057694717,0.002802783
"TJAP1",0.028976972,0.039846243,0.013752688,0.015591234,0.113451441,0.024514376,0.021200312,0.032283555,0.027800168,0.004713783,0.00636489,0
"TJP1",0.067298426,0.016312355,0.116416197,0.08051167,0.159114501,0.112379309,0.049793093,0.12026288,0,0.331853444,0.057461759,0.025236316
"TJP2",0.007233398,0,0.014097188,0.021514183,0.072684705,0.140066818,0.005528945,0.034337147,0.014599243,0.124665017,0.009506766,0.002034132
"TK2",0.029679216,0.019025125,0.023914703,0.030053398,0.03385862,0.035019609,0.027788533,0.048474313,0.03087419,0.004416532,0.100217852,0.025871164
"TKT",0.05040026,0.076532873,0.063937767,0.044783295,0.0746619,0.097597726,0.068782208,0.051583706,0.045777582,0.013385776,0.134697045,0.062046068
"TLE4",0.059055963,0.234908152,0.052126113,0.037935761,0.09729071,0.055462561,0.010337893,0.119165981,0.053193748,0.019808998,0.090635773,0.063603588
"TLN1",0.035966235,0.034851273,0.025267706,0.027738273,0.047362573,0.034871062,0.030194369,0.017004592,0.083361832,0.185177675,0.060253947,0
"TLR4",0.00291769,0.00841326,0.001747804,0.00248402,0.005560792,0.114119513,0.000687434,0.012795088,0.075455935,0.045448374,0.019294219,0
"TM9SF3",0.065272936,0.050771766,0.071289264,0.056646835,0.072661562,0.064966781,0.080267608,0.095426186,0.060606125,0.126879988,0.073673392,0.052773792
"TMA7",0.136867063,1.324763724,0.084647226,0.116581456,0.088539446,0.093840553,0.151483447,0.096258208,0.049338684,0.197272051,0.093333907,0.292278726
